Date,kp,ap,sn,f107
2000-01-03,2.625,12.0,80,133.1
2000-01-02,3.1665,16.5,75,132.9
2000-01-04,2.7498750000000003,12.875,95,134.7
2000-01-05,3.3748750000000003,19.25,108,136.5
2000-01-06,3.2915,19.0,126,144.8
2000-01-07,2.33325,10.0,126,149.8
2000-01-08,1.29175,4.875,111,154.7
2000-01-09,0.6665000000000001,2.75,112,160.6
2000-01-10,1.54175,6.25,96,163.2
2000-01-11,3.416625,24.375,133,177.6
2000-01-12,2.333375,10.375,198,195.7
2000-01-13,2.1666250000000002,8.875,226,202.0
2000-01-14,1.875,7.625,242,201.3
2000-01-15,1.541625,5.625,232,210.7
2000-01-01,4.08325,30.125,71,129.9
2000-01-16,1.5,5.5,241,207.7
2000-01-17,0.58325,2.625,193,196.4
2000-01-18,0.708375,3.125,177,194.6
2000-01-19,1.125,5.0,168,178.6
2000-01-20,2.375,10.375,140,170.7
2000-01-21,0.291625,1.5,130,159.3
2000-01-22,3.24975,22.25,124,150.6
2000-01-23,3.2501250000000006,29.0,121,140.5
2000-01-24,2.7082499999999996,13.125,118,140.7
2000-01-25,1.791625,6.875,126,137.4
2000-01-26,1.83325,7.75,114,140.7
2000-01-27,2.9998750000000003,16.75,103,132.4
2000-01-28,4.20825,31.75,89,152.0
2000-01-29,4.2082500000000005,30.375,90,127.7
2000-01-30,2.958375,14.875,75,132.7
2000-01-31,2.45825,10.375,86,138.6
2000-02-01,2.041625,8.375,104,138.1
2000-02-02,2.0,8.375,94,144.4
2000-02-03,2.208375,10.375,119,154.1
2000-02-04,1.333375,5.0,145,167.4
2000-02-05,1.9165,11.875,153,167.8
2000-02-06,4.333375,34.125,200,177.7
2000-02-07,4.16675,30.875,191,181.9
2000-02-08,2.9585,15.25,188,173.6
2000-02-09,2.375125,11.0,160,199.0
2000-02-10,2.416625,10.375,179,175.7
2000-02-11,3.125,17.375,167,170.2
2000-02-12,5.125,60.375,166,163.2
2000-02-13,2.916625,14.5,158,159.9
2000-02-14,4.291625,32.75,175,158.7
2000-02-15,3.041625,17.375,173,156.0
2000-02-16,1.791625,7.0,192,160.2
2000-02-17,1.4168749999999999,5.75,160,168.4
2000-02-18,0.208125,1.25,153,141.1
2000-02-19,0.7501249999999999,3.0,131,144.8
2000-02-20,1.083375,5.375,112,153.3
2000-02-21,3.3752500000000003,21.0,135,152.1
2000-02-22,1.500125,5.625,147,172.3
2000-02-23,2.16675,10.75,139,185.1
2000-02-24,4.125125,30.0,180,192.2
2000-02-25,3.4582499999999996,20.375,192,210.4
2000-02-26,3.041625,15.875,211,214.8
2000-02-27,2.7498749999999994,13.0,220,227.3
2000-02-28,3.0,15.875,222,218.8
2000-02-29,1.6665,6.875,238,219.0
2000-03-01,3.4998749999999994,21.0,217,232.8
2000-03-02,2.04175,11.0,204,213.2
2000-03-03,1.249875,4.875,179,203.8
2000-03-04,0.7501249999999999,3.0,178,200.2
2000-03-05,1.5,6.125,178,220.3
2000-03-06,2.625,12.0,203,222.4
2000-03-07,3.125,16.25,244,221.8
2000-03-08,2.7917500000000004,14.125,228,214.9
2000-03-09,1.04175,4.25,229,205.8
2000-03-10,1.95825,8.875,215,203.4
2000-03-11,2.5833749999999993,12.625,200,203.2
2000-03-12,3.25,18.875,192,203.2
2000-03-13,0.958375,3.875,190,188.1
2000-03-14,1.500125,5.5,181,182.6
2000-03-15,0.33325000000000005,1.75,162,177.8
2000-03-16,0.375,1.75,157,184.4
2000-03-17,1.125,4.25,149,192.4
2000-03-18,1.333375,5.5,159,194.8
2000-03-19,1.875125,7.25,198,208.2
2000-03-20,1.25,5.75,236,210.3
2000-03-21,0.916625,3.625,233,230.5
2000-03-22,2.625,12.125,245,233.8
2000-03-23,2.7082499999999996,13.75,286,224.1
2000-03-24,2.3748750000000003,11.125,295,218.9
2000-03-25,1.95825,8.125,291,205.1
2000-03-26,0.8333750000000001,3.375,267,211.3
2000-03-27,0.958375,3.875,244,204.9
2000-03-28,0.958375,3.75,266,200.9
2000-03-29,1.58325,9.75,233,208.8
2000-03-30,2.5415,12.5,233,205.5
2000-03-31,3.6667500000000004,23.125,258,225.4
2000-04-01,2.666625,13.0,285,222.9
2000-04-02,2.875,15.125,294,219.3
2000-04-03,2.16675,9.0,270,215.4
2000-04-04,3.333375,21.875,250,206.7
2000-04-05,1.91675,10.75,197,194.4
2000-04-06,4.70825,82.5,165,177.7
2000-04-07,5.04175,73.75,143,174.9
2000-04-08,2.416625,10.25,153,182.0
2000-04-09,2.875,14.5,165,176.3
2000-04-10,3.333375,18.625,156,177.8
2000-04-11,2.125,9.0,146,181.5
2000-04-12,1.666625,6.625,172,173.0
2000-04-13,1.25,5.875,180,164.0
2000-04-14,0.49987500000000007,2.375,174,165.2
2000-04-15,1.5,6.0,160,163.7
2000-04-16,3.458125,21.75,150,159.0
2000-04-17,2.375,11.5,168,157.9
2000-04-18,1.333375,5.5,143,160.4
2000-04-19,2.4585000000000004,12.0,157,167.7
2000-04-20,2.7082500000000005,12.875,185,180.6
2000-04-21,2.0835,9.625,195,187.3
2000-04-22,1.375125,5.125,221,201.8
2000-04-23,1.58325,5.875,259,206.1
2000-04-24,3.2082499999999996,20.625,244,205.6
2000-04-25,1.41675,5.375,230,202.5
2000-04-26,0.4585,2.0,208,189.9
2000-04-27,2.66675,12.875,180,183.5
2000-04-28,2.7498749999999994,14.125,189,183.4
2000-04-29,2.666875,12.5,153,174.9
2000-04-30,2.3332500000000005,11.625,153,169.5
2000-05-01,2.958375,15.125,124,157.7
2000-05-02,3.375,20.625,109,152.8
2000-05-03,2.916625,17.375,104,137.3
2000-05-04,1.75,6.375,97,134.5
2000-05-05,2.291625,9.75,97,129.8
2000-05-06,2.375,10.625,57,126.8
2000-05-07,1.333375,5.0,71,130.9
2000-05-08,0.9585,3.75,87,137.0
2000-05-09,1.958375,7.875,135,149.5
2000-05-10,1.416625,5.75,164,179.2
2000-05-11,1.083125,4.25,181,177.7
2000-05-12,2.75,14.625,181,190.4
2000-05-13,2.791625,14.0,220,217.3
2000-05-14,2.0,8.75,263,232.5
2000-05-15,2.541625,12.0,280,244.4
2000-05-16,3.04175,16.0,258,258.7
2000-05-17,3.25,28.0,232,262.0
2000-05-18,1.583375,6.75,220,252.9
2000-05-19,1.874875,6.875,228,254.3
2000-05-20,1.125,4.5,246,245.6
2000-05-21,1.458375,5.375,222,232.3
2000-05-22,1.999875,7.625,195,214.9
2000-05-23,3.208375,29.125,180,204.3
2000-05-24,5.958375,92.625,183,189.4
2000-05-25,4.000125,27.875,157,172.8
2000-05-26,2.833125,15.0,160,167.9
2000-05-27,2.083375,8.25,145,161.8
2000-05-28,2.208375,9.0,169,155.9
2000-05-29,3.458375,23.5,160,149.0
2000-05-30,3.583375,21.875,127,146.4
2000-05-31,2.04175,9.75,91,154.4
2000-06-01,1.875125,8.375,128,148.0
2000-06-02,1.625,6.0,119,187.2
2000-06-03,2.5,11.125,113,165.9
2000-06-04,2.16675,12.0,152,169.7
2000-06-05,3.75,24.375,143,171.0
2000-06-06,2.70825,15.25,149,186.4
2000-06-07,2.4585,11.25,158,180.3
2000-06-08,5.166625,64.25,181,174.6
2000-06-09,1.3331250000000001,5.25,184,168.9
2000-06-10,3.5417500000000004,21.25,179,179.6
2000-06-11,3.5001250000000006,24.75,227,186.8
2000-06-12,2.91675,15.125,221,192.7
2000-06-13,2.333375,9.875,235,199.2
2000-06-14,3.875,28.875,257,200.6
2000-06-15,3.416875,23.25,238,202.4
2000-06-16,1.16675,4.625,214,197.5
2000-06-17,1.5,5.625,209,193.1
2000-06-18,2.041625,10.375,221,187.6
2000-06-19,1.5,6.5,218,178.4
2000-06-20,1.666625,6.25,239,183.7
2000-06-21,1.41675,6.125,221,188.0
2000-06-22,2.416625,11.125,191,179.7
2000-06-23,3.5832499999999996,26.875,187,175.2
2000-06-24,2.541625,15.25,179,168.3
2000-06-25,1.2085,5.5,167,175.1
2000-06-26,4.4582500000000005,39.625,194,177.4
2000-06-27,3.208375,17.75,208,178.6
2000-06-28,2.20825,9.5,173,175.3
2000-06-29,1.791625,7.75,164,163.3
2000-06-30,1.0831250000000001,4.375,172,159.6
2000-07-01,1.70825,6.875,208,163.7
2000-07-02,1.083375,4.25,202,162.4
2000-07-03,2.0001249999999997,7.75,178,156.3
2000-07-04,2.0,8.0,164,158.4
2000-07-05,2.083375,9.25,182,168.7
2000-07-06,1.416625,5.25,221,174.3
2000-07-07,1.375,5.125,254,187.1
2000-07-08,1.583375,6.0,254,210.0
2000-07-09,1.500125,5.625,257,211.3
2000-07-10,3.2917500000000004,19.75,309,244.5
2000-07-11,4.2913749999999995,33.5,290,241.6
2000-07-12,1.9585,8.625,267,314.6
2000-07-13,3.75,42.5,279,231.9
2000-07-14,4.5,50.75,236,203.9
2000-07-15,6.250125000000001,164.375,213,213.1
2000-07-16,4.250125000000001,49.625,283,218.9
2000-07-17,2.0415,8.5,322,228.3
2000-07-18,2.4998750000000003,11.5,327,261.9
2000-07-19,2.416625,14.125,353,249.9
2000-07-20,4.20825,36.5,346,252.9
2000-07-21,1.70825,6.625,332,250.9
2000-07-22,2.58325,11.875,310,251.0
2000-07-23,3.125,23.25,286,217.3
2000-07-24,1.1665,4.75,246,224.8
2000-07-25,1.416625,5.25,254,201.8
2000-07-26,3.208375,18.875,191,174.6
2000-07-27,1.54175,7.0,181,162.4
2000-07-28,3.8751249999999997,32.0,172,157.8
2000-07-29,3.7501249999999997,27.0,162,153.2
2000-07-30,2.0,8.125,161,149.9
2000-07-31,3.08325,21.0,134,147.9
2000-08-01,2.541625,11.625,147,149.4
2000-08-02,2.3748750000000003,10.5,152,150.6
2000-08-03,2.291625,9.0,148,154.2
2000-08-04,3.2082500000000005,17.0,152,154.2
2000-08-05,3.666625,24.75,199,158.5
2000-08-06,3.0415,16.375,198,166.0
2000-08-07,1.833375,7.25,227,166.9
2000-08-08,1.791625,6.5,194,170.8
2000-08-09,1.333375,5.125,177,182.2
2000-08-10,3.541625,25.375,213,181.0
2000-08-11,4.79175,46.625,228,187.3
2000-08-12,6.541625,123.0,235,189.3
2000-08-13,2.8751250000000006,19.125,243,186.0
2000-08-14,2.125,11.875,282,189.5
2000-08-15,1.875,8.5,253,193.9
2000-08-16,1.83325,6.625,246,185.6
2000-08-17,1.708375,6.5,210,177.1
2000-08-18,0.75,3.25,194,169.5
2000-08-19,0.9998750000000001,4.125,184,157.1
2000-08-20,1.0,3.875,147,152.4
2000-08-21,2.3335,10.5,106,151.4
2000-08-22,0.58325,2.5,93,144.2
2000-08-23,1.5415,6.625,93,136.9
2000-08-24,1.833375,7.625,106,130.6
2000-08-25,0.708375,3.0,112,133.2
2000-08-26,1.208375,4.625,109,137.0
2000-08-27,1.708375,6.625,156,150.1
2000-08-28,3.5415,27.25,183,160.0
2000-08-29,4.29175,35.25,191,163.3
2000-08-30,2.666625,12.375,199,164.8
2000-08-31,2.8332499999999996,13.625,217,162.9
2000-09-01,3.0835,16.0,202,157.7
2000-09-02,3.6248749999999994,23.125,168,154.0
2000-09-03,1.5835,6.75,182,154.1
2000-09-04,2.6251249999999997,17.75,191,170.8
2000-09-05,1.7915,7.25,162,180.2
2000-09-06,2.20825,12.5,162,178.7
2000-09-07,3.0,15.0,156,173.2
2000-09-08,3.166875,17.125,121,163.4
2000-09-09,1.33325,5.0,90,150.9
2000-09-10,1.0,3.875,60,140.6
2000-09-11,0.9998750000000001,3.875,37,134.9
2000-09-12,3.4582499999999996,21.25,50,132.6
2000-09-13,1.91675,9.75,78,133.2
2000-09-14,1.125125,4.375,85,150.8
2000-09-15,1.958375,12.125,109,159.4
2000-09-16,3.75,28.75,121,174.6
2000-09-17,4.541625,56.0,154,181.5
2000-09-18,5.29175,70.5,159,203.8
2000-09-19,3.833375,29.625,172,207.1
2000-09-20,2.4585000000000004,12.125,176,211.4
2000-09-21,2.2085,9.0,195,225.1
2000-09-22,1.66675,6.5,202,232.2
2000-09-23,1.66675,6.625,227,225.2
2000-09-24,1.999875,12.5,232,224.5
2000-09-25,3.333375,18.875,218,225.6
2000-09-26,3.7083749999999993,23.75,229,223.6
2000-09-27,2.583375,11.375,230,204.7
2000-09-28,2.333375,11.5,202,202.3
2000-09-29,1.79175,6.625,169,192.0
2000-09-30,4.95825,50.75,142,193.6
2000-10-01,2.500125,12.75,164,201.6
2000-10-02,1.999875,9.875,218,202.6
2000-10-03,3.8332499999999996,30.125,227,192.0
2000-10-04,5.041625,62.875,214,184.1
2000-10-05,6.583375,116.5,183,173.8
2000-10-06,0.91675,4.125,138,158.1
2000-10-07,1.125,4.25,94,155.6
2000-10-08,0.5415,2.5,103,148.9
2000-10-09,0.916625,3.75,101,140.8
2000-10-10,2.041625,8.0,81,139.6
2000-10-11,2.625,15.0,117,151.4
2000-10-12,1.541625,6.375,174,162.7
2000-10-13,3.833375,36.25,173,168.1
2000-10-14,4.833374999999999,45.0,148,163.3
2000-10-15,2.0001249999999997,7.625,118,161.1
2000-10-16,2.166625,10.125,131,160.9
2000-10-17,2.458375,10.625,138,154.1
2000-10-18,2.2085,9.125,135,151.1
2000-10-19,2.166625,9.0,128,157.8
2000-10-20,0.625,2.875,134,160.7
2000-10-21,0.70825,3.0,138,158.0
2000-10-22,2.6667500000000004,16.125,127,160.2
2000-10-23,2.875,15.0,121,166.5
2000-10-24,2.125,8.875,117,159.2
2000-10-25,1.54175,6.0,125,164.0
2000-10-26,2.0,7.625,104,171.0
2000-10-27,1.124875,4.5,114,175.9
2000-10-28,2.875,20.125,151,182.2
2000-10-29,4.0,34.0,161,187.1
2000-10-30,2.625125,15.375,154,193.7
2000-10-31,2.6667499999999995,12.875,158,193.4
2000-11-01,1.7081250000000001,7.25,207,204.4
2000-11-02,0.8751249999999999,4.0,218,196.3
2000-11-03,0.83325,3.25,209,198.8
2000-11-04,3.8751250000000006,26.25,192,194.7
2000-11-05,2.791625,14.5,197,186.4
2000-11-06,4.958375,54.625,160,178.1
2000-11-07,4.458375,46.375,181,179.9
2000-11-08,3.083375,18.125,188,172.8
2000-11-09,2.583375,13.0,141,166.2
2000-11-10,4.374874999999999,41.5,149,153.4
2000-11-11,2.9998750000000003,16.125,133,149.6
2000-11-12,3.375,19.625,107,146.6
2000-11-13,2.166625,8.75,104,143.7
2000-11-14,1.2918749999999999,5.25,124,148.6
2000-11-15,1.0,4.0,145,146.5
2000-11-16,0.625,2.625,141,154.2
2000-11-17,0.583375,2.625,139,163.3
2000-11-18,1.08325,4.875,172,177.1
2000-11-19,1.75,6.375,185,174.9
2000-11-20,1.958375,8.0,163,173.7
2000-11-21,2.291625,9.25,178,185.4
2000-11-22,2.04175,8.125,167,194.9
2000-11-23,1.5002499999999999,5.75,135,205.3
2000-11-24,2.333375,11.25,145,197.1
2000-11-25,1.458375,6.5,109,282.1
2000-11-26,3.541875,28.5,87,202.4
2000-11-27,4.500125000000001,44.75,124,191.7
2000-11-28,4.166625,30.875,157,195.5
2000-11-29,4.75,55.625,182,188.4
2000-11-30,1.625125,5.875,204,192.3
2000-12-01,1.5,5.75,159,184.5
2000-12-02,0.79175,3.125,150,167.0
2000-12-03,2.291625,10.375,162,163.6
2000-12-04,2.1251249999999997,9.125,99,152.0
2000-12-05,1.20825,4.625,89,147.0
2000-12-06,1.75,7.375,78,141.0
2000-12-07,2.9582499999999996,15.125,93,144.2
2000-12-08,3.3332499999999996,18.5,78,138.3
2000-12-09,3.2498749999999994,18.0,80,134.7
2000-12-10,2.5,10.875,85,146.6
2000-12-11,2.0001249999999997,8.5,99,143.6
2000-12-12,1.33325,5.125,122,149.8
2000-12-13,1.125125,4.75,157,164.6
2000-12-14,0.58325,2.75,185,182.2
2000-12-15,0.4583750000000001,2.25,210,187.8
2000-12-16,0.749875,3.0,199,190.5
2000-12-17,2.0415,8.875,207,196.7
2000-12-18,2.2085,8.875,190,198.0
2000-12-19,1.33325,5.0,162,198.6
2000-12-20,0.66675,2.75,174,201.3
2000-12-21,0.958375,3.75,159,194.5
2000-12-22,1.29175,6.125,147,190.0
2000-12-23,3.166625,21.25,140,190.9
2000-12-24,1.29175,5.5,158,193.0
2000-12-25,1.541625,6.5,148,187.0
2000-12-26,1.375,5.5,166,188.8
2000-12-27,1.874875,7.75,162,187.6
2000-12-28,1.4165,6.0,162,185.4
2000-12-29,1.45825,6.25,151,181.5
2000-12-30,0.79175,3.25,152,182.1
2000-12-31,0.45825000000000005,2.0,119,169.5
2001-01-01,0.541625,2.5,133,171.0
2001-01-02,0.791625,3.5,140,176.1
2001-01-03,1.916625,8.5,131,169.9
2001-01-04,2.458125,10.75,146,174.6
2001-01-05,1.0833750000000002,4.875,164,176.3
2001-01-06,1.0,4.0,194,179.4
2001-01-07,1.25,4.75,195,176.7
2001-01-08,2.16675,10.5,157,167.1
2001-01-09,1.333375,5.0,172,166.3
2001-01-10,1.208125,5.375,151,162.8
2001-01-11,1.6668749999999999,7.125,172,165.9
2001-01-12,1.541625,7.375,175,178.3
2001-01-13,1.5,6.0,166,184.3
2001-01-14,1.916625,7.5,149,176.3
2001-01-15,1.541625,6.25,137,169.2
2001-01-16,1.33325,5.625,112,161.9
2001-01-17,1.58325,6.5,88,151.9
2001-01-18,1.041625,3.875,90,151.5
2001-01-19,1.08325,4.125,109,152.5
2001-01-20,2.125,9.375,91,153.2
2001-01-21,3.2917500000000004,18.625,121,151.5
2001-01-22,2.666625,12.25,139,162.1
2001-01-23,2.875,17.625,167,167.1
2001-01-24,3.208375,19.625,176,172.5
2001-01-25,1.375125,5.5,158,168.6
2001-01-26,2.458375,10.625,125,165.6
2001-01-27,1.0835,4.375,145,166.8
2001-01-28,1.875,8.25,152,167.6
2001-01-29,2.5,16.0,134,165.4
2001-01-30,0.70825,2.875,104,159.6
2001-01-31,2.91675,18.125,128,153.3
2001-02-01,2.041625,8.375,118,160.9
2001-02-02,1.33325,5.625,118,166.3
2001-02-03,0.249875,1.375,139,163.6
2001-02-04,0.291625,1.375,137,148.1
2001-02-05,0.6667500000000001,2.625,158,165.3
2001-02-06,2.75,14.0,166,170.0
2001-02-07,1.583375,6.25,167,164.0
2001-02-08,1.54175,5.875,167,156.5
2001-02-09,1.3332499999999998,5.0,172,162.4
2001-02-10,1.499875,5.625,158,160.7
2001-02-11,1.666625,6.5,151,151.3
2001-02-12,1.375,5.5,107,144.6
2001-02-13,3.75,24.625,107,141.3
2001-02-14,3.3751249999999997,18.875,103,137.9
2001-02-15,1.33325,5.25,113,135.1
2001-02-16,0.75,3.0,110,129.6
2001-02-17,0.58325,2.375,107,129.8
2001-02-18,0.583375,2.75,115,132.0
2001-02-19,1.125,4.375,113,137.0
2001-02-20,1.7085,6.875,115,145.5
2001-02-21,1.625,6.0,142,143.6
2001-02-22,1.333375,5.0,122,145.8
2001-02-23,2.291625,9.625,89,145.2
2001-02-24,0.91675,3.5,84,137.3
2001-02-25,0.541625,2.5,84,134.9
2001-02-26,2.0,9.625,87,135.4
2001-02-27,2.2917500000000004,12.375,75,130.6
2001-02-28,1.833375,8.625,77,131.8
2001-03-01,1.458375,6.0,76,131.4
2001-03-02,2.041625,8.5,77,129.7
2001-03-03,2.8335,15.0,110,139.6
2001-03-04,3.2917499999999995,19.375,134,141.0
2001-03-05,2.958375,19.5,152,155.8
2001-03-06,1.833375,6.875,133,157.8
2001-03-07,2.083375,8.75,124,176.6
2001-03-08,1.5835000000000001,6.5,92,167.2
2001-03-09,1.58325,6.125,115,161.4
2001-03-10,1.375,5.25,142,160.1
2001-03-11,0.916625,3.75,132,157.8
2001-03-12,2.1665,11.0,139,157.6
2001-03-13,2.166625,9.375,108,147.3
2001-03-14,1.7915,7.125,117,142.2
2001-03-15,0.45825000000000005,2.25,110,136.1
2001-03-16,0.45825000000000005,2.0,102,139.9
2001-03-17,1.0415,4.25,75,134.2
2001-03-18,1.875,7.75,89,139.8
2001-03-19,3.8332499999999996,36.625,96,147.0
2001-03-20,5.5417499999999995,74.125,117,153.3
2001-03-21,1.625,7.875,129,159.4
2001-03-22,2.083375,11.875,124,183.0
2001-03-23,4.0,28.5,165,180.0
2001-03-24,2.3332499999999996,11.25,218,218.7
2001-03-25,1.500125,5.875,272,216.8
2001-03-26,0.8751249999999999,3.625,319,263.7
2001-03-27,3.5,27.0,352,273.4
2001-03-28,4.375,44.5,343,273.5
2001-03-29,3.5001249999999997,21.75,340,261.7
2001-03-30,2.625,11.75,338,256.8
2001-03-31,7.624999999999999,191.75,300,245.6
2001-04-01,4.375,38.25,279,257.5
2001-04-02,3.541875,21.75,249,228.0
2001-04-03,1.666625,6.5,254,223.1
